Year,"Country of origin","Country of origin (ISO)","Country of asylum","Country of asylum (ISO)",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2011,Sudan,SDN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,50,0,65,14,129
2011,Eswatini,SWZ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2011,"Syrian Arab Rep.",SYR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,47,0,63,10,120
2011,"United Rep. of Tanzania",TZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,19,0,24
2011,Togo,TGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2011,"Trinidad and Tobago",TTO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2011,Tunisia,TUN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,15,0,20
2011,Türkiye,TUR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,32,0,65,5,102
2011,Uganda,UGA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,37,0,89,11,137
2011,Ukraine,UKR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2011,Uzbekistan,UZB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2011,"Saint Vincent and the Grenadines",VCT,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2011,"Venezuela (Bolivarian Republic of)",VEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2011,"Western Sahara",ESH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2011,Yemen,YEM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,10,0,20
2011,Zambia,ZMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,11,0,0,0,11
2011,Zimbabwe,ZWE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,205,0,364,34,603
2011,Stateless,XXA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,50,0,53,5,108
2011,"Unknown ",,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,Afghanistan,AFG,Australia,AUS,G,AR,C,729,0,108,0,837
2012,Albania,ALB,Australia,AUS,G,AR,C,5,0,18,0,23
2012,Algeria,DZA,Australia,AUS,G,AR,C,0,0,5,0,5
2012,Egypt,EGY,Australia,AUS,G,AR,C,126,0,78,5,209
2012,Bahrain,BHR,Australia,AUS,G,AR,C,5,0,5,0,10
2012,Burundi,BDI,Australia,AUS,G,AR,C,5,0,0,0,5
2012,Bangladesh,BGD,Australia,AUS,G,AR,C,12,0,42,0,54
2012,Brazil,BRA,Australia,AUS,G,AR,C,0,0,11,0,11
2012,Cambodia,KHM,Australia,AUS,G,AR,C,5,0,13,0,18
2012,China,CHN,Australia,AUS,G,AR,C,151,0,631,42,824
2012,Cameroon,CMR,Australia,AUS,G,AR,C,0,0,5,0,5
2012,Colombia,COL,Australia,AUS,G,AR,C,21,0,12,0,33
2012,Ethiopia,ETH,Australia,AUS,G,AR,C,10,0,5,0,15
2012,Fiji,FJI,Australia,AUS,G,AR,C,41,0,91,10,142
2012,"United Kingdom of Great Britain and Northern Ireland",GBR,Australia,AUS,G,AR,C,0,0,5,0,5
2012,Georgia,GEO,Australia,AUS,G,AR,C,0,0,5,5,10
2012,Germany,DEU,Australia,AUS,G,AR,C,5,0,0,0,5
2012,Ghana,GHA,Australia,AUS,G,AR,C,0,0,14,0,14
2012,India,IND,Australia,AUS,G,AR,C,40,0,463,44,547
2012,Indonesia,IDN,Australia,AUS,G,AR,C,5,0,100,0,105
2012,"Iran (Islamic Rep. of)",IRN,Australia,AUS,G,AR,C,747,0,444,5,1196
2012,Iraq,IRQ,Australia,AUS,G,AR,C,176,0,67,0,243
2012,Israel,ISR,Australia,AUS,G,AR,C,5,0,0,0,5
2012,Jordan,JOR,Australia,AUS,G,AR,C,5,0,13,0,18
2012,Japan,JPN,Australia,AUS,G,AR,C,0,0,5,0,5
2012,Kenya,KEN,Australia,AUS,G,AR,C,10,0,11,0,21
2012,"Rep. of Korea",KOR,Australia,AUS,G,AR,C,0,0,35,11,46
2012,Kuwait,KWT,Australia,AUS,G,AR,C,5,0,0,0,5
2012,Libya,LBY,Australia,AUS,G,AR,C,19,0,16,0,35
2012,Lebanon,LBN,Australia,AUS,G,AR,C,39,0,67,5,111
2012,"Sri Lanka",LKA,Australia,AUS,G,AR,C,219,0,150,5,374
2012,Lithuania,LTU,Australia,AUS,G,AR,C,0,0,5,0,5
2012,"North Macedonia",MKD,Australia,AUS,G,AR,C,0,0,5,0,5
2012,Malaysia,MYS,Australia,AUS,G,AR,C,13,0,100,17,130
2012,Mongolia,MNG,Australia,AUS,G,AR,C,0,0,11,0,11
2012,Morocco,MAR,Australia,AUS,G,AR,C,5,0,0,0,5
2012,Mauritius,MUS,Australia,AUS,G,AR,C,0,0,29,0,29
2012,Myanmar,MMR,Australia,AUS,G,AR,C,14,0,0,0,14
2012,Nepal,NPL,Australia,AUS,G,AR,C,17,0,185,10,212
2012,Nigeria,NGA,Australia,AUS,G,AR,C,12,0,21,5,38
2012,"New Zealand",NZL,Australia,AUS,G,AR,C,0,0,10,0,10
2012,Pakistan,PAK,Australia,AUS,G,AR,C,262,0,128,20,410
2012,Peru,PER,Australia,AUS,G,AR,C,0,0,5,0,5
2012,Philippines,PHL,Australia,AUS,G,AR,C,5,0,34,5,44
2012,"Papua New Guinea",PNG,Australia,AUS,G,AR,C,19,0,0,0,19
2012,Romania,ROU,Australia,AUS,G,AR,C,0,0,5,5,10
2012,"South Africa",ZAF,Australia,AUS,G,AR,C,0,0,5,0,5
2012,"Russian Federation",RUS,Australia,AUS,G,AR,C,12,0,0,0,12
2012,"El Salvador",SLV,Australia,AUS,G,AR,C,0,0,5,0,5
2012,Singapore,SGP,Australia,AUS,G,AR,C,0,0,5,0,5
2012,"Solomon Islands",SLB,Australia,AUS,G,AR,C,0,0,5,0,5
2012,"Viet Nam",VNM,Australia,AUS,G,AR,C,29,0,95,0,124
2012,Sudan,SDN,Australia,AUS,G,AR,C,5,0,0,0,5
2012,"Syrian Arab Rep.",SYR,Australia,AUS,G,AR,C,12,0,5,0,17
2012,Thailand,THA,Australia,AUS,G,AR,C,0,0,5,0,5
2012,Tonga,TON,Australia,AUS,G,AR,C,0,0,39,5,44
2012,Türkiye,TUR,Australia,AUS,G,AR,C,49,0,30,0,79
2012,Uganda,UGA,Australia,AUS,G,AR,C,0,0,5,0,5
2012,Ukraine,UKR,Australia,AUS,G,AR,C,0,0,0,5,5
2012,Uzbekistan,UZB,Australia,AUS,G,AR,C,0,0,5,0,5
2012,Zimbabwe,ZWE,Australia,AUS,G,AR,C,44,0,44,5,93
2012,Stateless,XXA,Australia,AUS,G,AR,C,239,0,62,0,301
2012,Afghanistan,AFG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,172,0,397,40,609
2012,Albania,ALB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,34,0,112,14,160
2012,Algeria,DZA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,11,0,66,0,77
2012,Angola,AGO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,13,0,18
2012,Egypt,EGY,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,21,0,64,5,90
2012,Armenia,ARM,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,Bahrain,BHR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2012,Burundi,BDI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,Benin,BEN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,Bangladesh,BGD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,25,0,282,10,317
2012,Bhutan,BTN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2012,Belarus,BLR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2012,"Bolivia (Plurinational State of)",BOL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,Botswana,BWA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,10,0,10
2012,"Central African Rep.",CAF,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,Chad,TCD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2012,China,CHN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,47,0,270,12,329
2012,Cameroon,CMR,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,11,0,38,5,54
2012,Congo,COG,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2012,"Dem. Rep. of the Congo",COD,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,32,0,48,5,85
2012,Colombia,COL,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,5,0,10
2012,Cuba,CUB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,0,0,5
2012,Eritrea,ERI,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,49,0,52,5,106
2012,Ethiopia,ETH,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,13,0,40,5,58
2012,Gambia,GMB,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,40,0,101,5,146
2012,Palestinian,PSE,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,14,0,57,5,76
2012,Georgia,GEO,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,5,0,11,0,16
2012,Ghana,GHA,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,13,0,43,5,61
2012,Guinea,GIN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,28,0,38
2012,Honduras,HND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,0,0,5,0,5
2012,"Cote d'Ivoire",CIV,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,10,0,24,0,34
2012,India,IND,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,17,0,55,0,72
2012,"Iran (Islamic Rep. of)",IRN,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,333,0,579,70,982
2012,Iraq,IRQ,"United Kingdom of Great Britain and Northern Ireland",GBR,G,AR,C,38,0,126,18,182
